"Time (ps)"	"Count rate (counts/s), channel 1"	"Count rate (counts/s), channel 2"	"Frequency (Hz), channel 1"	"Frequency (Hz), channel 2"
274760000000000	91150	84650	91073.321859714415	84370.252902597946
274780000000000	90550	84450	90822.844944373865	84434.246875819154
274800000000000	91050	84300	90768.126239203688	84351.08290899414
274820000000000	91150	84900	91080.776107274316	84484.148269058773
274840000000000	90900	84250	90993.969710412232	84692.83940278973
274860000000000	90600	84250	90723.914632696251	84185.501540451893
274880000000000	90750	84450	90747.628136564323	84335.596442667447
274900000000000	90800	84350	90720.540076890757	84493.894161442877
274920000000000	90950	84400	90920.387924736977	84429.684647510992
274940000000000	90500	84250	90829.42751545753	84375.735600207219
274960000000000	90800	84700	90615.210617066929	84478.041159455359
274980000000000	90800	84450	90799.099040312634	84535.164328210391
275000000000000	90850	84400	90806.128018187883	84461.894823206516
275020000000000	90800	84300	90803.950518231766	84241.463943523588
275040000000000	90850	84150	90853.701210028536	84323.539586797779
275060000000000	90800	84000	90742.521949646907	84124.048268277402
275080000000000	90550	84350	90617.477103398851	83982.136996157191
275100000000000	91100	84400	90880.637563781318	84342.919728168315
275120000000000	90700	84300	90872.104601316183	84466.826671689822
275140000000000	90900	84400	90920.075733036647	84483.724492587207
275160000000000	90800	84250	90822.021987227679	84243.361510069197
275180000000000	91200	84650	90983.847382617707	84440.326001986992
275200000000000	90800	83950	91053.772343146324	84304.409967239524
275220000000000	90800	84000	90722.716321780259	84157.915104844375
275240000000000	90650	84350	90656.848595801013	84004.230801134967
275260000000000	90800	84450	90805.686968061375	84431.420087480496
275280000000000	90900	84050	90899.835201058435	84128.596624452039
275300000000000	90900	84650	90768.817780795129	84511.420077647592
275320000000000	91250	84650	91160.061647595212	84479.903175792599
275340000000000	91050	84450	91159.336913656691	84663.684015804829
275360000000000	90800	84950	90955.86303684859	84532.555730955792
275380000000000	90750	84300	90643.429794209311	84756.751350716484
275400000000000	91100	84350	90886.913938895421	84349.221596035379
275420000000000	91100	84550	91221.71282178034	84408.051977370298
275440000000000	90750	84600	90942.250185790923	84698.451714550814
275460000000000	91000	84350	90975.82636548116	84531.182694147923
275480000000000	90750	84650	90865.021508814418	84391.65532193979
275500000000000	91050	84900	90842.80570840562	84715.724386836126
275520000000000	91050	83950	91089.879078071244	84663.57564424233
275540000000000	90700	84400	90810.16936435255	84067.925170597591
275560000000000	91100	84800	90845.685118406647	84342.084649539087
275580000000000	91300	84600	91230.471125479366	84937.150465906525
275600000000000	90950	84700	91162.344913407753	84599.565904843854
275620000000000	90750	84600	90818.079487797469	84571.81877190659
275640000000000	90950	84700	90757.483886865448	84618.867653348178
275660000000000	91150	84050	91121.364277359782	84289.628749977754
275680000000000	90950	84750	91063.534863244262	84662.534255336184
275700000000000	90900	84400	90967.488241545056	84618.226495118171
275720000000000	91000	84300	90943.468470199601	84145.284139870608
275740000000000	91000	84250	90956.10855466545	84452.598427930177
275760000000000	90750	84400	90914.565905176045	84400.382523254128
275780000000000	90800	84300	90772.526753554645	84218.651779050429
275800000000000	91000	84400	91020.90408705952	84320.681606495826
275820000000000	91150	84400	91001.61316686288	84304.618054431747
275840000000000	91050	84650	91053.059226366138	84719.6959155402
275860000000000	90800	84350	90875.096611333342	84446.90352581066
275880000000000	91200	84750	91028.480846874765	84520.65959830553
275900000000000	90800	84600	90930.509859613303	84454.117451938946
275920000000000	91350	84300	91039.969076720692	84424.842435005572
275940000000000	90650	84400	91056.755982590432	84494.936500337732
275960000000000	91000	84550	90868.919015880805	84439.205077823266
275980000000000	91150	84500	91165.167032261495	84645.535386139789
276000000000000	90850	84550	90967.724504645608	84420.523947703143
276020000000000	90950	83950	90946.102936843788	84510.518214563679
276040000000000	91100	84650	90910.668183229733	84281.941820457228
276060000000000	90800	84500	91007.074144038546	84435.080798185358
276080000000000	91000	84100	90949.260841345094	84468.310576315707
276100000000000	91200	84150	91013.178817695793	83883.687717347464
276120000000000	90900	84700	91063.829671092361	84471.451507896636
276140000000000	90900	84550	90766.851371157478	84523.704593706265
276160000000000	90950	84150	91018.059532520303	84393.236692127291
276180000000000	90900	83850	90961.153993926186	83916.34429243565
276200000000000	90750	84650	90818.980782379062	84330.660669408157
276220000000000	91000	84250	90864.049912760078	84474.645176418024
276240000000000	90950	84500	91037.170726370081	84339.498406603903
276260000000000	91050	84000	91068.733495636698	84310.832203982704
276280000000000	91250	84450	91102.640523750611	84159.219588760767
276300000000000	90950	84700	91108.956114494504	84875.016883788092
276320000000000	91050	84150	90987.694324242882	84316.156908472898
276340000000000	90900	84650	90948.310636845956	84314.87364313232
276360000000000	90700	84450	90755.718369498805	84382.79773637664
276380000000000	90800	84900	90765.944153539604	84839.929164157511
276400000000000	90800	84900	90719.338798090816	84745.102641629172
276420000000000	91050	84350	91009.093717205367	84793.708184066025
276440000000000	90700	84200	90806.618011596671	84002.886951344539
276460000000000	91000	84150	90928.56073939905	84445.168060299562
276480000000000	91200	83850	91103.336386900526	84010.380756079103
276500000000000	91050	83950	91097.717621891003	83783.782011818257
276520000000000	90850	85000	90980.13937112136	84496.398825671116
276540000000000	90800	84600	90888.607262576581	84806.37081957706
276560000000000	91150	84400	91034.551538191838	84778.44547007764
276580000000000	91000	84250	91070.407105815029	83992.41145896884
276600000000000	90850	84100	90880.89918443677	84285.533451190189
276620000000000	91150	84450	90891.283726333699	84193.173980611318
276640000000000	90900	84800	91010.335647976899	84680.311427362307
276660000000000	90950	84800	90901.927485432476	84700.539845000982
276680000000000	90950	84100	90973.875904817687	84397.6332112565
276700000000000	91100	84050	91022.516586313315	84270.033045291944
276720000000000	91050	84250	90993.955844198936	83948.540813030588
276740000000000	90900	84200	91038.613004881772	84410.797190731711
276760000000000	91100	84450	91024.028020806916	84231.167041377004
276780000000000	91050	84600	91094.043010999565	84588.152267568934
276800000000000	91000	84100	91037.262092540215	84445.364031059318
276820000000000	90750	84850	90915.424078683864	84360.139619823414
276840000000000	91100	84200	90832.417795454676	84648.079186763935
276860000000000	90850	84150	90966.596986043151	84014.44026845631
276880000000000	91000	84000	90967.636023487124	84198.418936629503
276900000000000	91000	84050	90990.27908500121	83786.860120761921
276920000000000	90850	84350	90904.27110059082	84417.964269801698
276940000000000	90850	84350	90874.827513905169	84122.216789962884
276960000000000	90950	84100	90895.202071523381	84380.910100924186
276980000000000	91200	84300	91083.178722970202	84229.599262140706
277000000000000	90900	84150	90967.579537848142	84232.327411852297
277020000000000	90800	84150	90886.582651992197	84122.876844373313
277040000000000	90850	84650	90861.926531287434	84562.97379568225
277060000000000	90950	84450	90881.910359849324	84541.929508428773
277080000000000	90800	84100	90911.065838156224	84371.48462068224
277100000000000	90950	84300	90992.530492165752	84111.620172898882
277120000000000	91050	84500	90943.113211672637	84391.630034983988
277140000000000	90700	84000	90746.180296617284	84185.890279941537
277160000000000	91250	84650	91030.144218782545	84301.947097338183
277180000000000	90900	83800	91006.194300020667	83966.741668828981
277200000000000	91000	84650	90969.374381289323	84371.490091176092
277220000000000	91250	84050	91129.330925433169	84387.743301427836
277240000000000	90850	84600	91080.159621847502	84351.930463358003
277260000000000	90800	84050	90851.476242034943	84242.539821498591
277280000000000	90800	84600	90786.099398442675	84454.33246657862
277300000000000	90750	84150	90820.611582428974	84354.452403364339
277320000000000	90950	83700	90871.761444305463	84128.253218598707
277340000000000	90950	83950	90835.943946719097	83802.629378000172
277360000000000	90850	84350	90931.402979424718	84140.173879732567
277380000000000	90950	84450	90936.777106114634	84290.019318842809
277400000000000	90750	83950	90837.869405093414	84194.214720929085
277420000000000	90950	84500	90866.197472121712	84151.174270452611
277440000000000	91100	84400	91012.917306674164	84438.182521381867
277460000000000	91100	84000	91020.58814159983	84228.23512672483
277480000000000	90800	84100	90936.493435687196	83950.412809292306
277500000000000	90800	84450	90783.05385094884	84189.970772295477
277520000000000	91050	84050	91019.120833958339	84454.180049011149
277540000000000	90800	84350	90910.638235166494	84070.378464383684
277560000000000	90650	83800	90687.159085798543	83958.869529068688
277580000000000	91100	84500	90949.618057394968	84323.455565492797
277600000000000	91050	84600	91101.284106673556	84541.192926647505
277620000000000	90900	84300	90936.929558766467	84382.804240408601
277640000000000	91100	84150	91019.790366179906	84403.606742760647
277660000000000	91050	84850	91064.447547233198	84470.086252502806
277680000000000	91000	84200	90979.169445319625	84467.855324636839
277700000000000	91000	83900	91012.741009438541	84039.496892305557
277720000000000	90950	84900	90954.253058128976	84259.563404267537
277740000000000	90950	84100	90924.378803552274	84593.575433997554
277760000000000	91150	84850	91034.452857697543	84506.081295482902
277780000000000	90950	84150	91090.481849636242	84260.695826737792
277800000000000	90700	84450	90932.649171705198	84659.368627713848
277820000000000	90850	84550	90688.463825827028	84425.910468751914
277840000000000	90750	84500	90784.2755271598	84622.902857482986
277860000000000	91100	84800	90983.307258137778	84313.225508494565
277880000000000	90750	83950	91025.802420039865	84714.803454608613
277900000000000	90550	84100	90618.689681035903	83972.05481576905
277920000000000	91200	83700	90771.996884671171	83951.461876763176
277940000000000	90750	84200	90985.540011906473	83791.986540823957
277960000000000	91000	84550	90897.709322898154	84403.056456077597
277980000000000	91100	84250	91047.899959854301	84372.042653159209
278000000000000	90800	84150	90800.444185962231	84210.512145573754
278020000000000	90800	85150	90864.916069490326	84628.293449738921
278040000000000	90750	84350	90796.769344644097	84659.527416393597
278060000000000	90950	84400	90871.795146415825	84526.443855933947
278080000000000	90750	83900	90910.495828618601	84112.461370633187
278100000000000	90750	84300	90744.391445457921	84261.923679650936
278120000000000	90950	84700	90854.583040106707	84540.55560339021
278140000000000	90800	84150	90898.489341618784	84306.422062151032
278160000000000	90750	84800	90795.922392268869	84551.92590961355
278180000000000	90800	84250	90865.998762819028	84440.79381378238
278200000000000	90850	84250	90702.346239575738	84152.866472621114
278220000000000	90900	84700	90884.626439266896	84571.353175048731
278240000000000	90950	84300	90830.669486277213	84520.665926263464
278260000000000	91150	84200	91149.558782820488	84249.782460111208
278280000000000	91050	84650	91059.626240786281	84176.449010153723
278300000000000	90950	84950	90911.035412527373	84900.187197300344
278320000000000	91050	84200	91100.314869123322	84692.266015789806
278340000000000	90850	84300	90994.795600851779	84279.241552402091
278360000000000	91050	84400	90890.308384116812	84313.486835140662
278380000000000	90750	83800	91007.244222950671	84240.034238837747
278400000000000	91050	84100	90795.600888932386	83831.183069396429
278420000000000	90850	84700	90968.642367055145	84466.708435654669
278440000000000	90700	84350	90737.250413759655	84441.961656872314
278460000000000	90950	84100	90870.213511439812	84210.176416804345
278480000000000	91150	84300	90995.354361531499	84087.270478663631
278500000000000	90900	84750	91019.126037690352	84520.734830898757
